J Tech Pixel Uploader - Upload Log
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
[01:51:06] ❌ ESP8266 upload error: [WinError 2] The system cannot find the file specified
